text,year,month,day_of_month,day_of_week,hour_of_day
"Earth is almost entirely solar-powered already. Without the sun, we’d just be a dark ice ball with s…",2023,2,28,2,3
True,2023,2,28,2,2
First Starlink v2 satellites reach orbit,2023,2,28,2,2
"The transition to argon was tricky, but necessary, as krypton is too rare",2023,2,28,2,2
Propulsive landing FTW!,2023,2,28,2,1
"I don’t agree with everything Scott says, but Dilbert is legit funny &amp; insightful. We…",2023,2,27,1,20
Accurate,2023,2,27,1,20
What about rightists admitting they’re wrong about being right? 🤔,2023,2,27,1,19
Great way to understand to what degree one is wrong. We are all always at least a little bit wro…,2023,2,27,1,19
Very concerning,2023,2,27,1,18
That’s roughly what they quoted SpaceX back then,2023,2,27,1,17
Great work!,2023,2,27,1,15
"What do you call an infinite gear ratio? All torque, no action.",2023,3,1,3,6
Good,2023,2,28,2,22
Periodic reminder to try using Twitter Lists. Will greatly improve your experience.,2023,2,28,2,22
Accurate,2023,2,28,2,21
Yeah,2023,2,28,2,21
"Tesla does INT8 inference. Way more efficient than FP16, but took us a lot of effort to overcome quantization errors.",2023,2,28,2,19
"Wow, 9 years ago. Amazingly, the US was dependent on Russian engines for national s…",2023,2,28,2,19
Raptor start is now reliable on the test stand under most conditions. Now we’re working on dynami…,2023,2,28,2,19
Kind words from,2023,2,28,2,19
Raptor start sequence is 🤯🤯,2023,2,28,2,19
Looking into it,2023,2,28,2,18
You are right,2023,2,28,2,18
Absolutely,2023,2,28,2,16
We have made large construction projects almost illegal,2023,2,28,2,8
"Neither side has air superiority &amp; tanks are easily destroyed by missiles, so that leaves infantr…",2023,2,28,2,8
Ukraine needs to be in max defense mode. Major Russian offensive coming. Do you know how many casualties each side has taken?,2023,2,28,2,7
Almost surrounded,2023,2,28,2,7
It’s good,2023,2,28,2,7
“Berkshire Hathaway high on Coke”,2023,2,28,2,6
They forced me to buy it 🤣,2023,2,28,2,6
Still no one is willing to articulate a realistic end game,2023,2,28,2,6
High time humanity built a permanently occupied base on the moon,2023,2,28,2,6
"If rendered to scale in that pic, the satellites would be smaller than a pixel, except maybe Space S…",2023,2,28,2,5
"Only a small % is ever caught, which means the amount of fentanyl reaching consumers must be vastly greater",2023,2,28,2,4
"“Stinky Wifi” is still my fav – if you can’t smell your wifi, how do you know it’s real?",2023,2,28,2,4
Cybertruck cruisers will be next-level. Designed for Bladerunner.,2023,3,2,4,7
Twice as many people died in Japan last year as were born. Population freefall. Rest of the world is trending to f…,2023,3,2,4,2
Exactly,2023,3,2,4,2
Good for !,2023,3,2,4,2
Interesting,2023,3,1,3,23
Bus voltage raised from 12V to 48V drops copper usage by ~4X,2023,3,1,3,22
Olbermann posting from his dog account was epic,2023,3,1,3,22
Detailed whitepaper with calculations &amp; assumptions to be released by Tesla shortly,2023,3,1,3,22
Accurate,2023,3,1,3,22
"You’re not gonna believe this, but we’re running a little late! Presentation starts in ~5 mins.",2023,3,1,3,21
His best work imo,2023,3,1,3,20
"His personal account () was incorrectly flagged as impersonation, which is not totally crazy, since it is based",2023,3,1,3,20
"Once you acknowledge that alcohol is poison, it’s fine to drink a little. The trade is a small amount of he…",2023,3,1,3,19
Photo filters are so misleading 🤣🤣,2023,3,1,3,0
"So many NN’s, the visualizer tool crashes trying to render them",2023,3,2,4,12
This is insane,2023,3,2,4,11
The ability of Twitter advertising to reach the most influential people in the world is often not fully appreciated…,2023,3,2,4,7
169 mT to orbit this year so far,2023,3,3,5,20
"Stage 1 to stage 2 mass ratio is too high on Falcon 9, necessitating a long entry burn. This is fixed on Starship.",2023,3,3,5,18
Another launch,2023,3,3,5,18
"“I used to be in crypto, but now I got interested in AI""",2023,3,3,5,18
That is the goal,2023,3,3,5,17
How to sabotage an organization …,2023,3,5,7,7
Lot to be learned from buying old rocket parts &amp; especially by visiting museums like…,2023,3,5,7,3
People who throw the disinformation word around constantly are almost certainly guilty of engaging in it,2023,3,5,7,1
Hard buttons did make my thumbs hurt from too much typing though,2023,3,5,7,1
"Aiming to roll out ability to reply to individual DMs, use any reaction emoji &amp; encryption later this month",2023,3,5,7,1
"I’m super pro climate, but we definitely don’t need to put farmers out of work to solve climate change. Not at all.",2023,3,4,6,20
But at least we give a megaphone,2023,3,4,6,20
V true,2023,3,4,6,20
Terrible,2023,3,4,6,20
And cool underground road tunnels!,2023,3,4,6,19
Science found another ancient glyph,2023,3,4,6,19
"Literally nothing is evenly distributed by zip code, except having a zip code",2023,3,4,6,17
Russell Brand is 🔥🔥,2023,3,4,6,17
What is your basis for claiming genius is evenly distributed by zip code? This is false.,2023,3,4,6,17
We should defund the GEC,2023,3,4,6,16
Something should be done,2023,3,4,6,13
Very few Americans seem to realize the severity of the situation,2023,3,4,6,13
Not much useful originality with AI yet,2023,3,4,6,9
Disturbing,2023,3,4,6,9
"Exactly. At the same time, worth noting that the left is not being censored either. This is not a…",2023,3,6,1,10
Insane snow!,2023,3,6,1,10
Exactly,2023,3,6,1,10
(real article from organization calling itself bbc),2023,3,6,1,9
Sorry for turning Twitter from nurturing paradise into place that has … trolls 🧌,2023,3,6,1,9
A practical limit to digits of pi is how many are needed to divide the universe into Planck voxels,2023,3,6,1,8
This is arguably the most mind-blowing thing about “reality”,2023,3,6,1,8
Especially accurately … must be a tiny scale,2023,3,6,1,8
Can’t be an easy job weighing mice nuts,2023,3,6,1,7
Major asset on the side of truth &amp; accuracy!,2023,3,6,1,7
It is inspiring to think that humans did that,2023,3,5,7,23
The meme community has high standards!,2023,3,5,7,23
As an attachment? How many chars? We are extending longform tweets to 10k soon.,2023,3,5,7,23
Add Fun to the FDA &amp; rename to FFDA,2023,3,5,7,23
What about fun? I say vote for more fun!,2023,3,5,7,23
"Backlash the backlash, I say!!",2023,3,5,7,21
I endorse this message!,2023,3,5,7,19
Rule #1: Don’t panic,2023,3,5,7,13
As the old saying goes: people in nuclear houses shouldn’t glass each other,2023,3,5,7,13
~8 years of pain from a crushed disc,2023,3,5,7,12
"I find myself, once again, in the odd position of agreeing with",2023,3,5,7,12
It’s a hit piece,2023,3,7,2,16
Sweden’s steadfastness was incredible!,2023,3,7,2,8
"Besides misleading the public, they withheld evidence for p…",2023,3,7,2,8
"But was he fired? No, you can’t be fired if you weren’t working in the first place!",2023,3,7,2,8
Interesting,2023,3,7,2,8
"What say you, ? Your credibility is at stake.",2023,3,7,2,7
"The reality is that this guy (who is independently wealthy) did no actual work, claimed as his excuse…",2023,3,7,2,7
Shocking indeed,2023,3,7,2,7
This is crazy. The public was misled.,2023,3,7,2,7
Would you say that you’re a people person?,2023,3,7,2,1
- Level up from what design to what? Pics or it didn’t happen. - We haven’t hired design roles in 4 m…,2023,3,7,2,1
Which SaaS contract exactly? Prioritization of what design projects?,2023,3,7,2,1
"It’s approved, you go ahead",2023,3,7,2,1
"Yeah, I find cis offensive (cue lots of people calling me cis lol)",2023,3,7,2,1
Alas she would never date me I’m not cool enough 😢,2023,3,7,2,0
Be careful to not almost die from using this app too long on the 🚽 I speak from experience,2023,3,7,2,0
There are many others too,2023,3,7,2,0
What work have you been doing?,2023,3,7,2,0
Wasn’t Gascon the bad guy in Beauty &amp; the Beast?,2023,3,7,2,0
This helpful video explains what happened at Twitter today,2023,3,7,2,0
"Yeah, it’s bizarre",2023,3,7,2,0
It’s pretty great!,2023,3,7,2,0
It is a major priority to enable monetization by content creators! People need to make a living and p…,2023,3,6,1,22
"Accounts engaging in repeated, egregious weaponization of DMCA on Twitter or encouraging weaponization of DMCA will…",2023,3,6,1,22
I was robbed!,2023,3,6,1,20
"If what they want are pretty pics &amp; heart emoji’s, I recommend Instagram. It’s great for that, please go…",2023,3,6,1,20
"Yup, they can dish it out, but they can’t take it",2023,3,6,1,20
"In a case like that, definitely.",2023,3,6,1,20
Interesting,2023,3,6,1,19
We’re working on it!,2023,3,6,1,18
A small API change had massive ramifications. The code stack is extremely brittle for no good reason. Wil…,2023,3,6,1,18
"True, my screen great!",2023,3,6,1,17
Any account engaging in blackmail will be suspended. Yours will not.,2023,3,6,1,17
Super concerning,2023,3,6,1,17
New Twitter is the source of truth,2023,3,6,1,17
Idiocracy is happening so fast,2023,3,6,1,17
True,2023,3,6,1,17
This platform is so brittle (sigh). Will be fixed shortly.,2023,3,6,1,17
Civilization is going 🥜,2023,3,6,1,17
This is crazy!,2023,3,6,1,17
True 😔,2023,3,6,1,17
This is messed up and will not make a difference to climate!,2023,3,6,1,17
"Good point. If an organization portrays itself as balanced, but is not, it should be labeled to inform the public.",2023,3,6,1,17
Exactly. Fauci egregiously betrayed the public trust.,2023,3,6,1,17
This is extremely unfair to anyone with XX chromosomes!,2023,3,6,1,17
"True, have to admit trolls are kinda fun",2023,3,6,1,11
I also apologize to everyone named Alex in this 🧵,2023,3,8,3,8
Or do calculus,2023,3,8,3,8
This is a major area of focus,2023,3,8,3,8
Intense. Not like you have a lot of room to maneuver.,2023,3,8,3,7
I would like to apologize to Halli for my misunderstanding of his situat…,2023,3,7,2,23
This is a serious attack on the Constitution by a federal agency.,2023,3,7,2,22
"Based on your comment, I just did a videocall with Halli to figure out w…",2023,3,7,2,22
I keep forgetting which party he belongs to,2023,3,7,2,22
A shameful case of weaponization of a government agency for political purposes and suppression of the truth!,2023,3,7,2,22
Extremely important,2023,3,7,2,21
Absolutely,2023,3,7,2,21
This pervasive cultural pessimism is at the heart of societal dysfunction. Better to be optimistic and…,2023,3,7,2,20
Livestream interview in 15 mins at Morgan Stanley Conference,2023,3,7,2,18
So many guys who got MeToo’ed went woke for the moral cloak,2023,3,7,2,18
GEC should be defunded.,2023,3,9,4,17
Stanford is damaging its name by allowing its use by the SIO propaganda machine,2023,3,9,4,17
True,2023,3,9,4,17
Concerning,2023,3,9,4,17
Sometimes we miss here at Starbase,2023,3,9,4,9
Haha what a tool,2023,3,9,4,9
Slightly flattishly round,2023,3,9,4,8
Population collapse is the biggest threat to civilization,2023,3,9,4,8
We are running out of “conspiracies” that turned out to be true! Can someone manufacture a few more? The shelf is almost empty.,2023,3,9,4,7
Extremely troubling,2023,3,9,4,7
True,2023,3,8,3,22
Do you want us to remove this video?,2023,3,8,3,21
&lt;Insert Cartridge&gt; &lt;Run Program&gt;,2023,3,8,3,21
V11 is a major step change improvement. Still needs another point release of polish before rolling out wide.,2023,3,8,3,21
May they do this all day! Drives advertising revenue for Twitter lol.,2023,3,8,3,18
Even Poland MSM … (sigh) How did almost all of western media become such an NPC groupmind?,2023,3,8,3,18
Makes sense that Batman would take bat insults rather personally. He loves bats next-level.,2023,3,8,3,17
So you’re saying you don’t want a bra? 🤣,2023,3,8,3,17
Hall-of-Famer,2023,3,10,5,8
The gerontocracy is real,2023,3,10,5,7
Glad he’s finally seen the light 😂,2023,3,10,5,2
Absolutely,2023,3,10,5,2
"To be alerted about new tweets from any account, tap the bell symbol on the profile page",2023,3,10,5,0
"I think we should listen carefully to DWS, given that she is such an expert in ethics violations 😂 Sh…",2023,3,10,5,0
This is unjust.,2023,3,9,4,23
Seriously!? This is messed up.,2023,3,9,4,23
True,2023,3,9,4,23
Accurate. How did media go from questioning authority to doing their bidding as a collective NPC hivemind!?,2023,3,9,4,23
"I’m not his source, but, yeah, obviously asking journalists to reveal sources is not cool",2023,3,9,4,21
Good thing LAT has “real” journalists,2023,3,9,4,21
Comedy gold!!,2023,3,9,4,20
"Yeah, that’s really mind-blowing. Our sun will massively expand &amp; engulf Earth in the future, so it won’t be tiny forever.",2023,3,9,4,20
Great work! This is *actually* important for the health of our democracy.,2023,3,9,4,20
Heard good things about Atomic Heart,2023,3,9,4,20
Dead Space remake is good,2023,3,9,4,20
Super big deal,2023,3,11,6,12
"As a side note, we finally know the muffin man!",2023,3,11,6,12
This shaman/muffin-guardian is obviously not going to overthrow the state,2023,3,11,6,12
Let him out,2023,3,11,6,12
"While I agree that one should use the terms someone else wishes to be referred by, allowing forceful…",2023,3,11,6,11
The sum of a cult should be greater than the parts/prophets/profits,2023,3,11,6,11
"Phlebas the Phoenician, a fortnight dead, Forgot the cry of gulls, and the deep sea swell And the pr…",2023,3,11,6,11
[Fact-checking sounds] … True,2023,3,11,6,11
Does moving a mouse in a FPS game count?,2023,3,11,6,10
"I used to think Bannon was smart &amp; evil, but now I realize I was wrong about the first part",2023,3,11,6,8
Much respect for Sweden 🇸🇪,2023,3,11,6,7
